,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
20,86362,NIFTY29DEC2216950CE,NIFTY,29DEC2022,1695000.000000,50,OPTIDX,NFO,5.000000
21,37951,NIFTY03NOV2217050PE,NIFTY,03NOV2022,1705000.000000,50,OPTIDX,NFO,5.000000
22,61430,NIFTY24NOV2218900CE,NIFTY,24NOV2022,1890000.000000,50,OPTIDX,NFO,5.000000
23,57494,NIFTY27OCT2215350PE,NIFTY,27OCT2022,1535000.000000,50,OPTIDX,NFO,5.000000
24,52958,NIFTY13OCT2217400CE,NIFTY,13OCT2022,1740000.000000,50,OPTIDX,NFO,5.000000
25,52701,NIFTY13OCT2215750CE,NIFTY,13OCT2022,1575000.000000,50,OPTIDX,NFO,5.000000
26,49770,NIFTY01DEC2214650CE,NIFTY,01DEC2022,1465000.000000,50,OPTIDX,NFO,5.000000
27,55122,NIFTY24DEC2518000PE,NIFTY,24DEC2025,1800000.000000,50,OPTIDX,NFO,5.000000
28,59328,NIFTY20OCT2217550CE,NIFTY,20OCT2022,1755000.000000,50,OPTIDX,NFO,5.000000
29,55711,NIFTY17NOV2219700CE,NIFTY,17NOV2022,1970000.000000,50,OPTIDX,NFO,5.000000
30,57511,NIFTY27OCT2215800CE,NIFTY,27OCT2022,1580000.000000,50,OPTIDX,NFO,5.000000
31,49834,NIFTY29DEC2211700PE,NIFTY,29DEC2022,1170000.000000,50,OPTIDX,NFO,5.000000
32,38029,NIFTY03NOV2217900CE,NIFTY,03NOV2022,1790000.000000,50,OPTIDX,NFO,5.000000
33,59331,NIFTY20OCT2217600PE,NIFTY,20OCT2022,1760000.000000,50,OPTIDX,NFO,5.000000
34,59332,NIFTY20OCT2217650CE,NIFTY,20OCT2022,1765000.000000,50,OPTIDX,NFO,5.000000
35,61345,NIFTY24NOV2217700CE,NIFTY,24NOV2022,1770000.000000,50,OPTIDX,NFO,5.000000
36,49819,NIFTY01DEC2215250CE,NIFTY,01DEC2022,1525000.000000,50,OPTIDX,NFO,5.000000
37,42874,NIFTY08DEC2218400PE,NIFTY,08DEC2022,1840000.000000,50,OPTIDX,NFO,5.000000
38,86334,NIFTY29DEC2216200CE,NIFTY,29DEC2022,1620000.000000,50,OPTIDX,NFO,5.000000
39,57501,NIFTY27OCT2215550CE,NIFTY,27OCT2022,1555000.000000,50,OPTIDX,NFO,5.000000
40,42872,NIFTY08DEC2218400CE,NIFTY,08DEC2022,1840000.000000,50,OPTIDX,NFO,5.000000
41,59239,NIFTY20OCT2215300PE,NIFTY,20OCT2022,1530000.000000,50,OPTIDX,NFO,5.000000
42,60926,NIFTY24NOV2214950CE,NIFTY,24NOV2022,1495000.000000,50,OPTIDX,NFO,5.000000
43,54322,NIFTY17NOV2215450PE,NIFTY,17NOV2022,1545000.000000,50,OPTIDX,NFO,5.000000
44,57467,NIFTY27OCT2214700CE,NIFTY,27OCT2022,1470000.000000,50,OPTIDX,NFO,5.000000
45,61338,NIFTY24NOV2217500PE,NIFTY,24NOV2022,1750000.000000,50,OPTIDX,NFO,5.000000
46,55742,NIFTY17NOV2219950PE,NIFTY,17NOV2022,1995000.000000,50,OPTIDX,NFO,5.000000
47,40082,NIFTY28DEC2315000CE,NIFTY,28DEC2023,1500000.000000,50,OPTIDX,NFO,5.000000
48,61483,NIFTY24NOV2219450PE,NIFTY,24NOV2022,1945000.000000,50,OPTIDX,NFO,5.000000
49,52955,NIFTY13OCT2217300PE,NIFTY,13OCT2022,1730000.000000,50,OPTIDX,NFO,5.000000
50,42713,NIFTY08DEC2216550CE,NIFTY,08DEC2022,1655000.000000,50,OPTIDX,NFO,5.000000
51,42886,NIFTY08DEC2218550PE,NIFTY,08DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
52,35588,NIFTY29DEC2216500CE,NIFTY,29DEC2022,1650000.000000,50,OPTIDX,NFO,5.000000
53,49830,NIFTY01DEC2215400CE,NIFTY,01DEC2022,1540000.000000,50,OPTIDX,NFO,5.000000
54,49985,NIFTY01DEC2217550CE,NIFTY,01DEC2022,1755000.000000,50,OPTIDX,NFO,5.000000
55,59225,NIFTY20OCT2214950PE,NIFTY,20OCT2022,1495000.000000,50,OPTIDX,NFO,5.000000
56,59305,NIFTY20OCT2216950PE,NIFTY,20OCT2022,1695000.000000,50,OPTIDX,NFO,5.000000
57,59230,NIFTY20OCT2215100CE,NIFTY,20OCT2022,1510000.000000,50,OPTIDX,NFO,5.000000
58,55147,NIFTY17NOV2218400PE,NIFTY,17NOV2022,1840000.000000,50,OPTIDX,NFO,5.000000
59,50041,NIFTY01DEC2218300CE,NIFTY,01DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
60,52749,NIFTY13OCT2216050CE,NIFTY,13OCT2022,1605000.000000,50,OPTIDX,NFO,5.000000
61,41018,NIFTY27JUN2418500CE,NIFTY,27JUN2024,1850000.000000,50,OPTIDX,NFO,5.000000
62,42625,NIFTY08DEC2215400CE,NIFTY,08DEC2022,1540000.000000,50,OPTIDX,NFO,5.000000
63,40083,NIFTY28DEC2315000PE,NIFTY,28DEC2023,1500000.000000,50,OPTIDX,NFO,5.000000
64,37711,NIFTY29DEC2223000PE,NIFTY,29DEC2022,2300000.000000,50,OPTIDX,NFO,5.000000
65,71556,NIFTY24JUN2722000CE,NIFTY,24JUN2027,2200000.000000,50,OPTIDX,NFO,5.000000
66,42778,NIFTY08DEC2217300PE,NIFTY,08DEC2022,1730000.000000,50,OPTIDX,NFO,5.000000
67,61264,NIFTY24NOV2217400CE,NIFTY,24NOV2022,1740000.000000,50,OPTIDX,NFO,5.000000
68,57272,NIFTY30MAR2318000CE,NIFTY,30MAR2023,1800000.000000,50,OPTIDX,NFO,5.000000
69,86416,NIFTY29DEC2218450CE,NIFTY,29DEC2022,1845000.000000,50,OPTIDX,NFO,5.000000
70,47993,NIFTY10NOV2216000PE,NIFTY,10NOV2022,1600000.000000,50,OPTIDX,NFO,5.000000
71,38278,NIFTY03NOV2218950PE,NIFTY,03NOV2022,1895000.000000,50,OPTIDX,NFO,5.000000
72,49945,NIFTY01DEC2217100CE,NIFTY,01DEC2022,1710000.000000,50,OPTIDX,NFO,5.000000
73,47656,NIFTY10NOV2215200CE,NIFTY,10NOV2022,1520000.000000,50,OPTIDX,NFO,5.000000
74,86329,NIFTY29DEC2216050PE,NIFTY,29DEC2022,1605000.000000,50,OPTIDX,NFO,5.000000
75,37698,NIFTY29DEC2223000CE,NIFTY,29DEC2022,2300000.000000,50,OPTIDX,NFO,5.000000
76,47839,NIFTY10NOV2215600CE,NIFTY,10NOV2022,1560000.000000,50,OPTIDX,NFO,5.000000
77,42866,NIFTY08DEC2218300CE,NIFTY,08DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
78,38252,NIFTY03NOV2218550PE,NIFTY,03NOV2022,1855000.000000,50,OPTIDX,NFO,5.000000
79,47892,NIFTY10NOV2215700PE,NIFTY,10NOV2022,1570000.000000,50,OPTIDX,NFO,5.000000
80,37806,NIFTY31DEC2623000CE,NIFTY,31DEC2026,2300000.000000,50,OPTIDX,NFO,5.000000
81,48169,NIFTY10NOV2217200CE,NIFTY,10NOV2022,1720000.000000,50,OPTIDX,NFO,5.000000
82,52592,NIFTY13OCT2214850PE,NIFTY,13OCT2022,1485000.000000,50,OPTIDX,NFO,5.000000
83,54273,NIFTY17NOV2215100CE,NIFTY,17NOV2022,1510000.000000,50,OPTIDX,NFO,5.000000
84,52931,NIFTY13OCT2217000PE,NIFTY,13OCT2022,1700000.000000,50,OPTIDX,NFO,5.000000
85,48131,NIFTY10NOV2217000PE,NIFTY,10NOV2022,1700000.000000,50,OPTIDX,NFO,5.000000
86,50057,NIFTY01DEC2218550PE,NIFTY,01DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
87,86397,NIFTY29DEC2217900PE,NIFTY,29DEC2022,1790000.000000,50,OPTIDX,NFO,5.000000
88,37767,NIFTY27JUN2413000CE,NIFTY,27JUN2024,1300000.000000,50,OPTIDX,NFO,5.000000
89,57571,NIFTY27OCT2217300CE,NIFTY,27OCT2022,1730000.000000,50,OPTIDX,NFO,5.000000
90,48115,NIFTY10NOV2216900PE,NIFTY,10NOV2022,1690000.000000,50,OPTIDX,NFO,5.000000
91,55121,NIFTY24DEC2518000CE,NIFTY,24DEC2025,1800000.000000,50,OPTIDX,NFO,5.000000
92,59357,NIFTY20OCT2218250PE,NIFTY,20OCT2022,1825000.000000,50,OPTIDX,NFO,5.000000
93,59378,NIFTY20OCT2218800CE,NIFTY,20OCT2022,1880000.000000,50,OPTIDX,NFO,5.000000
94,86386,NIFTY29DEC2217650CE,NIFTY,29DEC2022,1765000.000000,50,OPTIDX,NFO,5.000000
95,54441,NIFTY17NOV2216300PE,NIFTY,17NOV2022,1630000.000000,50,OPTIDX,NFO,5.000000
96,42881,NIFTY08DEC2218550CE,NIFTY,08DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
97,48078,NIFTY10NOV2216750CE,NIFTY,10NOV2022,1675000.000000,50,OPTIDX,NFO,5.000000
98,61193,NIFTY24NOV2216600PE,NIFTY,24NOV2022,1660000.000000,50,OPTIDX,NFO,5.000000
99,55184,NIFTY17NOV2218650CE,NIFTY,17NOV2022,1865000.000000,50,OPTIDX,NFO,5.000000
100,53106,NIFTY13OCT2218750CE,NIFTY,13OCT2022,1875000.000000,50,OPTIDX,NFO,5.000000
101,48220,NIFTY10NOV2217650PE,NIFTY,10NOV2022,1765000.000000,50,OPTIDX,NFO,5.000000
102,57543,NIFTY27OCT2216600CE,NIFTY,27OCT2022,1660000.000000,50,OPTIDX,NFO,5.000000
103,38248,NIFTY03NOV2218500CE,NIFTY,03NOV2022,1850000.000000,50,OPTIDX,NFO,5.000000
104,59364,NIFTY20OCT2218450CE,NIFTY,20OCT2022,1845000.000000,50,OPTIDX,NFO,5.000000
105,86368,NIFTY29DEC2217150CE,NIFTY,29DEC2022,1715000.000000,50,OPTIDX,NFO,5.000000
106,55012,NIFTY17NOV2217850CE,NIFTY,17NOV2022,1785000.000000,50,OPTIDX,NFO,5.000000
107,57629,NIFTY27OCT2218750CE,NIFTY,27OCT2022,1875000.000000,50,OPTIDX,NFO,5.000000
108,47893,NIFTY10NOV2215750CE,NIFTY,10NOV2022,1575000.000000,50,OPTIDX,NFO,5.000000
109,86320,NIFTY29DEC2215800CE,NIFTY,29DEC2022,1580000.000000,50,OPTIDX,NFO,5.000000
110,57613,NIFTY27OCT2218350CE,NIFTY,27OCT2022,1835000.000000,50,OPTIDX,NFO,5.000000
111,49822,NIFTY01DEC2215300PE,NIFTY,01DEC2022,1530000.000000,50,OPTIDX,NFO,5.000000
112,86321,NIFTY29DEC2215800PE,NIFTY,29DEC2022,1580000.000000,50,OPTIDX,NFO,5.000000
113,48358,NIFTY10NOV2218550PE,NIFTY,10NOV2022,1855000.000000,50,OPTIDX,NFO,5.000000
114,86342,NIFTY29DEC2216400CE,NIFTY,29DEC2022,1640000.000000,50,OPTIDX,NFO,5.000000
115,53194,NIFTY13OCT2219450PE,NIFTY,13OCT2022,1945000.000000,50,OPTIDX,NFO,5.000000
116,57623,NIFTY27OCT2218600CE,NIFTY,27OCT2022,1860000.000000,50,OPTIDX,NFO,5.000000
117,49871,NIFTY01DEC2216000CE,NIFTY,01DEC2022,1600000.000000,50,OPTIDX,NFO,5.000000
118,48417,NIFTY10NOV2218850PE,NIFTY,10NOV2022,1885000.000000,50,OPTIDX,NFO,5.000000
119,61489,NIFTY24NOV2219600PE,NIFTY,24NOV2022,1960000.000000,50,OPTIDX,NFO,5.000000
120,57576,NIFTY27OCT2217400PE,NIFTY,27OCT2022,1740000.000000,50,OPTIDX,NFO,5.000000
121,39978,NIFTY26DEC2419000PE,NIFTY,26DEC2024,1900000.000000,50,OPTIDX,NFO,5.000000
122,43386,NIFTY26JUN2514000PE,NIFTY,26JUN2025,1400000.000000,50,OPTIDX,NFO,5.000000
123,41020,NIFTY26DEC2418500CE,NIFTY,26DEC2024,1850000.000000,50,OPTIDX,NFO,5.000000
124,37924,NIFTY03NOV2216750CE,NIFTY,03NOV2022,1675000.000000,50,OPTIDX,NFO,5.000000
125,37540,NIFTY03NOV2214600PE,NIFTY,03NOV2022,1460000.000000,50,OPTIDX,NFO,5.000000
126,48018,NIFTY10NOV2216150PE,NIFTY,10NOV2022,1615000.000000,50,OPTIDX,NFO,5.000000
127,50115,NIFTY01DEC2219500PE,NIFTY,01DEC2022,1950000.000000,50,OPTIDX,NFO,5.000000
128,57281,NIFTY30MAR2322000PE,NIFTY,30MAR2023,2200000.000000,50,OPTIDX,NFO,5.000000
129,37811,NIFTY03NOV2215500CE,NIFTY,03NOV2022,1550000.000000,50,OPTIDX,NFO,5.000000
130,52851,NIFTY13OCT2216700CE,NIFTY,13OCT2022,1670000.000000,50,OPTIDX,NFO,5.000000
131,48186,NIFTY10NOV2217350CE,NIFTY,10NOV2022,1735000.000000,50,OPTIDX,NFO,5.000000
132,86315,NIFTY29DEC2215650PE,NIFTY,29DEC2022,1565000.000000,50,OPTIDX,NFO,5.000000
133,52594,NIFTY13OCT2214900PE,NIFTY,13OCT2022,1490000.000000,50,OPTIDX,NFO,5.000000
134,61501,NIFTY24NOV2219900PE,NIFTY,24NOV2022,1990000.000000,50,OPTIDX,NFO,5.000000
135,61485,NIFTY24NOV2219500PE,NIFTY,24NOV2022,1950000.000000,50,OPTIDX,NFO,5.000000
136,59416,NIFTY20OCT2219700PE,NIFTY,20OCT2022,1970000.000000,50,OPTIDX,NFO,5.000000
137,48511,NIFTY10NOV2219850CE,NIFTY,10NOV2022,1985000.000000,50,OPTIDX,NFO,5.000000
138,50141,NIFTY01DEC2219950CE,NIFTY,01DEC2022,1995000.000000,50,OPTIDX,NFO,5.000000
139,53303,NIFTY13OCT2220250PE,NIFTY,13OCT2022,2025000.000000,50,OPTIDX,NFO,5.000000
140,71543,NIFTY24JUN2716000CE,NIFTY,24JUN2027,1600000.000000,50,OPTIDX,NFO,5.000000
141,61178,NIFTY24NOV2216500CE,NIFTY,24NOV2022,1650000.000000,50,OPTIDX,NFO,5.000000
142,61429,NIFTY24NOV2218850PE,NIFTY,24NOV2022,1885000.000000,50,OPTIDX,NFO,5.000000
143,43417,NIFTY28DEC2314500CE,NIFTY,28DEC2023,1450000.000000,50,OPTIDX,NFO,5.000000
144,57583,NIFTY27OCT2217600CE,NIFTY,27OCT2022,1760000.000000,50,OPTIDX,NFO,5.000000
145,52613,NIFTY13OCT2215050CE,NIFTY,13OCT2022,1505000.000000,50,OPTIDX,NFO,5.000000
146,48109,NIFTY10NOV2216850PE,NIFTY,10NOV2022,1685000.000000,50,OPTIDX,NFO,5.000000
147,52978,NIFTY13OCT2217500CE,NIFTY,13OCT2022,1750000.000000,50,OPTIDX,NFO,5.000000
148,57668,NIFTY27OCT2219700PE,NIFTY,27OCT2022,1970000.000000,50,OPTIDX,NFO,5.000000
149,54327,NIFTY17NOV2215500PE,NIFTY,17NOV2022,1550000.000000,50,OPTIDX,NFO,5.000000
150,59425,NIFTY20OCT2219950CE,NIFTY,20OCT2022,1995000.000000,50,OPTIDX,NFO,5.000000
151,52780,NIFTY13OCT2216250PE,NIFTY,13OCT2022,1625000.000000,50,OPTIDX,NFO,5.000000
152,57459,NIFTY27OCT2214500CE,NIFTY,27OCT2022,1450000.000000,50,OPTIDX,NFO,5.000000
153,54319,NIFTY17NOV2215400CE,NIFTY,17NOV2022,1540000.000000,50,OPTIDX,NFO,5.000000
154,42634,NIFTY08DEC2215500CE,NIFTY,08DEC2022,1550000.000000,50,OPTIDX,NFO,5.000000
155,51447,NIFTY26DEC2421000CE,NIFTY,26DEC2024,2100000.000000,50,OPTIDX,NFO,5.000000
156,86403,NIFTY29DEC2218100PE,NIFTY,29DEC2022,1810000.000000,50,OPTIDX,NFO,5.000000
157,53255,NIFTY13OCT2219900PE,NIFTY,13OCT2022,1990000.000000,50,OPTIDX,NFO,5.000000
158,42785,NIFTY08DEC2217450PE,NIFTY,08DEC2022,1745000.000000,50,OPTIDX,NFO,5.000000
159,42809,NIFTY08DEC2217800CE,NIFTY,08DEC2022,1780000.000000,50,OPTIDX,NFO,5.000000
160,42604,NIFTY08DEC2214950PE,NIFTY,08DEC2022,1495000.000000,50,OPTIDX,NFO,5.000000
161,54906,NIFTY17NOV2217550CE,NIFTY,17NOV2022,1755000.000000,50,OPTIDX,NFO,5.000000
162,51445,NIFTY27JUN2421000PE,NIFTY,27JUN2024,2100000.000000,50,OPTIDX,NFO,5.000000
163,52615,NIFTY13OCT2215100CE,NIFTY,13OCT2022,1510000.000000,50,OPTIDX,NFO,5.000000
164,59257,NIFTY20OCT2215750PE,NIFTY,20OCT2022,1575000.000000,50,OPTIDX,NFO,5.000000
165,58639,NIFTY31DEC2617000PE,NIFTY,31DEC2026,1700000.000000,50,OPTIDX,NFO,5.000000
166,61104,NIFTY24NOV2216400CE,NIFTY,24NOV2022,1640000.000000,50,OPTIDX,NFO,5.000000
167,37750,NIFTY29DEC2213000CE,NIFTY,29DEC2022,1300000.000000,50,OPTIDX,NFO,5.000000
168,47647,NIFTY10NOV2215100PE,NIFTY,10NOV2022,1510000.000000,50,OPTIDX,NFO,5.000000
169,49916,NIFTY01DEC2216600CE,NIFTY,01DEC2022,1660000.000000,50,OPTIDX,NFO,5.000000
170,47977,NIFTY10NOV2215950CE,NIFTY,10NOV2022,1595000.000000,50,OPTIDX,NFO,5.000000
171,52617,NIFTY13OCT2215150CE,NIFTY,13OCT2022,1515000.000000,50,OPTIDX,NFO,5.000000
172,42725,NIFTY08DEC2216700PE,NIFTY,08DEC2022,1670000.000000,50,OPTIDX,NFO,5.000000
173,45610,NIFTY29DEC2215500PE,NIFTY,29DEC2022,1550000.000000,50,OPTIDX,NFO,5.000000
174,42783,NIFTY08DEC2217400PE,NIFTY,08DEC2022,1740000.000000,50,OPTIDX,NFO,5.000000
175,38021,NIFTY03NOV2217700PE,NIFTY,03NOV2022,1770000.000000,50,OPTIDX,NFO,5.000000
176,61065,NIFTY24NOV2216000CE,NIFTY,24NOV2022,1600000.000000,50,OPTIDX,NFO,5.000000
177,57657,NIFTY27OCT2219450CE,NIFTY,27OCT2022,1945000.000000,50,OPTIDX,NFO,5.000000
178,55227,NIFTY17NOV2218800CE,NIFTY,17NOV2022,1880000.000000,50,OPTIDX,NFO,5.000000
179,48053,NIFTY10NOV2216550CE,NIFTY,10NOV2022,1655000.000000,50,OPTIDX,NFO,5.000000
180,59264,NIFTY20OCT2215950CE,NIFTY,20OCT2022,1595000.000000,50,OPTIDX,NFO,5.000000
181,42728,NIFTY08DEC2216750PE,NIFTY,08DEC2022,1675000.000000,50,OPTIDX,NFO,5.000000
182,57455,NIFTY27OCT2214400CE,NIFTY,27OCT2022,1440000.000000,50,OPTIDX,NFO,5.000000
183,49975,NIFTY01DEC2217300PE,NIFTY,01DEC2022,1730000.000000,50,OPTIDX,NFO,5.000000
184,57525,NIFTY27OCT2216150CE,NIFTY,27OCT2022,1615000.000000,50,OPTIDX,NFO,5.000000
185,54305,NIFTY17NOV2215250PE,NIFTY,17NOV2022,1525000.000000,50,OPTIDX,NFO,5.000000
186,39673,NIFTY26JUN2516000CE,NIFTY,26JUN2025,1600000.000000,50,OPTIDX,NFO,5.000000
187,54464,NIFTY17NOV2216500CE,NIFTY,17NOV2022,1650000.000000,50,OPTIDX,NFO,5.000000
188,43378,NIFTY29JUN2314000PE,NIFTY,29JUN2023,1400000.000000,50,OPTIDX,NFO,5.000000
189,55185,NIFTY17NOV2218650PE,NIFTY,17NOV2022,1865000.000000,50,OPTIDX,NFO,5.000000
190,53163,NIFTY13OCT2219150PE,NIFTY,13OCT2022,1915000.000000,50,OPTIDX,NFO,5.000000
191,57534,NIFTY27OCT2216350PE,NIFTY,27OCT2022,1635000.000000,50,OPTIDX,NFO,5.000000
192,59325,NIFTY20OCT2217450PE,NIFTY,20OCT2022,1745000.000000,50,OPTIDX,NFO,5.000000
193,37805,NIFTY25JUN2623000PE,NIFTY,25JUN2026,2300000.000000,50,OPTIDX,NFO,5.000000
194,47894,NIFTY10NOV2215750PE,NIFTY,10NOV2022,1575000.000000,50,OPTIDX,NFO,5.000000
195,49968,NIFTY29DEC2212800PE,NIFTY,29DEC2022,1280000.000000,50,OPTIDX,NFO,5.000000
196,38376,NIFTY24DEC2520000CE,NIFTY,24DEC2025,2000000.000000,50,OPTIDX,NFO,5.000000
197,42744,NIFTY08DEC2216900CE,NIFTY,08DEC2022,1690000.000000,50,OPTIDX,NFO,5.000000
198,57493,NIFTY27OCT2215350CE,NIFTY,27OCT2022,1535000.000000,50,OPTIDX,NFO,5.000000
199,49860,NIFTY29DEC2211900PE,NIFTY,29DEC2022,1190000.000000,50,OPTIDX,NFO,5.000000
200,58644,NIFTY31DEC2620000CE,NIFTY,31DEC2026,2000000.000000,50,OPTIDX,NFO,5.000000
201,38040,NIFTY03NOV2217950PE,NIFTY,03NOV2022,1795000.000000,50,OPTIDX,NFO,5.000000
202,42749,NIFTY08DEC2217000PE,NIFTY,08DEC2022,1700000.000000,50,OPTIDX,NFO,5.000000
203,48201,NIFTY10NOV2217500CE,NIFTY,10NOV2022,1750000.000000,50,OPTIDX,NFO,5.000000
204,59317,NIFTY20OCT2217250PE,NIFTY,20OCT2022,1725000.000000,50,OPTIDX,NFO,5.000000
205,37747,NIFTY03NOV2214850PE,NIFTY,03NOV2022,1485000.000000,50,OPTIDX,NFO,5.000000
206,52657,NIFTY13OCT2215350CE,NIFTY,13OCT2022,1535000.000000,50,OPTIDX,NFO,5.000000
207,61491,NIFTY24NOV2219650PE,NIFTY,24NOV2022,1965000.000000,50,OPTIDX,NFO,5.000000
208,57539,NIFTY27OCT2216500CE,NIFTY,27OCT2022,1650000.000000,50,OPTIDX,NFO,5.000000
209,50083,NIFTY01DEC2218850CE,NIFTY,01DEC2022,1885000.000000,50,OPTIDX,NFO,5.000000
210,51444,NIFTY27JUN2421000CE,NIFTY,27JUN2024,2100000.000000,50,OPTIDX,NFO,5.000000
211,37742,NIFTY29DEC2220000CE,NIFTY,29DEC2022,2000000.000000,50,OPTIDX,NFO,5.000000
212,38080,NIFTY03NOV2218350PE,NIFTY,03NOV2022,1835000.000000,50,OPTIDX,NFO,5.000000
213,54321,NIFTY17NOV2215450CE,NIFTY,17NOV2022,1545000.000000,50,OPTIDX,NFO,5.000000
214,45859,NIFTY26DEC2417000PE,NIFTY,26DEC2024,1700000.000000,50,OPTIDX,NFO,5.000000
215,42824,NIFTY08DEC2217950CE,NIFTY,08DEC2022,1795000.000000,50,OPTIDX,NFO,5.000000
216,71554,NIFTY24JUN2721000PE,NIFTY,24JUN2027,2100000.000000,50,OPTIDX,NFO,5.000000
217,49875,NIFTY01DEC2216100CE,NIFTY,01DEC2022,1610000.000000,50,OPTIDX,NFO,5.000000
218,54462,NIFTY17NOV2216450CE,NIFTY,17NOV2022,1645000.000000,50,OPTIDX,NFO,5.000000
219,54425,NIFTY17NOV2216150PE,NIFTY,17NOV2022,1615000.000000,50,OPTIDX,NFO,5.000000
220,71546,NIFTY24JUN2717000PE,NIFTY,24JUN2027,1700000.000000,50,OPTIDX,NFO,5.000000
221,42878,NIFTY08DEC2218450PE,NIFTY,08DEC2022,1845000.000000,50,OPTIDX,NFO,5.000000
222,61450,NIFTY24NOV2219050CE,NIFTY,24NOV2022,1905000.000000,50,OPTIDX,NFO,5.000000
223,48046,NIFTY10NOV2216500PE,NIFTY,10NOV2022,1650000.000000,50,OPTIDX,NFO,5.000000
224,53167,NIFTY13OCT2219250PE,NIFTY,13OCT2022,1925000.000000,50,OPTIDX,NFO,5.000000
225,37939,NIFTY03NOV2216900PE,NIFTY,03NOV2022,1690000.000000,50,OPTIDX,NFO,5.000000
226,47817,NIFTY10NOV2215500PE,NIFTY,10NOV2022,1550000.000000,50,OPTIDX,NFO,5.000000
227,52699,NIFTY13OCT2215700CE,NIFTY,13OCT2022,1570000.000000,50,OPTIDX,NFO,5.000000
228,37875,NIFTY03NOV2216000PE,NIFTY,03NOV2022,1600000.000000,50,OPTIDX,NFO,5.000000
229,54564,NIFTY17NOV2216750PE,NIFTY,17NOV2022,1675000.000000,50,OPTIDX,NFO,5.000000
230,42592,NIFTY08DEC2214650PE,NIFTY,08DEC2022,1465000.000000,50,OPTIDX,NFO,5.000000
231,48510,NIFTY10NOV2219800PE,NIFTY,10NOV2022,1980000.000000,50,OPTIDX,NFO,5.000000
232,55705,NIFTY17NOV2219650CE,NIFTY,17NOV2022,1965000.000000,50,OPTIDX,NFO,5.000000
233,53298,NIFTY13OCT2220250CE,NIFTY,13OCT2022,2025000.000000,50,OPTIDX,NFO,5.000000
234,42591,NIFTY08DEC2214650CE,NIFTY,08DEC2022,1465000.000000,50,OPTIDX,NFO,5.000000
235,38259,NIFTY03NOV2218700PE,NIFTY,03NOV2022,1870000.000000,50,OPTIDX,NFO,5.000000
236,59361,NIFTY20OCT2218350PE,NIFTY,20OCT2022,1835000.000000,50,OPTIDX,NFO,5.000000
237,86411,NIFTY29DEC2218300PE,NIFTY,29DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
238,50103,NIFTY01DEC2219300PE,NIFTY,01DEC2022,1930000.000000,50,OPTIDX,NFO,5.000000
239,45856,NIFTY27JUN2417000CE,NIFTY,27JUN2024,1700000.000000,50,OPTIDX,NFO,5.000000
